Gene	stable	ID,Transcript	stable	ID,Human	gene	stable	ID,Human	gene	name,Human	protein	or	transcript	stable	ID,%id.	target	Human	gene	identical	to	query	gene
WBGene00000001,Y110A7A.10.1,ENSG00000105647,PIK3R2,ENSP00000222254,22.4138																					
WBGene00000001,Y110A7A.10.1,ENSG00000117461,PIK3R3,ENSP00000262741,21.6475																					
WBGene00000002,F27C8.1.1,ENSG00000103064,SLC7A6,ENSP00000219343,42.3935																					
WBGene00000002,F27C8.1.1,ENSG00000099960,SLC7A4,ENSP00000372390,20.8925																					
WBGene00000002,F27C8.1.1,ENSG00000139514,SLC7A1,ENSP00000370128,20.6897																					
WBGene00000002,F27C8.1.1,ENSG00000165349,SLC7A3,ENSP00000363417,20.0811																					
WBGene00000002,F27C8.1.1,ENSG00000003989,SLC7A2,ENSP00000419140,20.8925																					
WBGene00000002,F27C8.1.1,ENSG00000092068,SLC7A8,ENSP00000320378,45.2333																					
WBGene00000002,F27C8.1.1,ENSG00000164893,SLC7A13,ENSP00000297524,27.789																					
WBGene00000002,F27C8.1.1,ENSG00000151012,SLC7A11,ENSP00000280612,40.3651																					
WBGene00000002,F27C8.1.1,ENSG00000130876,SLC7A10,ENSP00000253188,39.3509																					
WBGene00000002,F27C8.1.1,ENSG00000155465,SLC7A7,ENSP00000501493,41.1765																					
WBGene00000002,F27C8.1.1,ENSG00000021488,SLC7A9,ENSP00000023064,39.9594																					
WBGene00000002,F27C8.1.1,ENSG00000103257,SLC7A5,ENSP00000261622,45.4361																					
WBGene00000003,F07C3.7.1,ENSG00000103064,SLC7A6,ENSP00000219343,42.8571																					
WBGene00000003,F07C3.7.1,ENSG00000099960,SLC7A4,ENSP00000372390,21.3251																					
WBGene00000003,F07C3.7.1,ENSG00000139514,SLC7A1,ENSP00000370128,22.5673																					
WBGene00000003,F07C3.7.1,ENSG00000165349,SLC7A3,ENSP00000363417,21.3251																					
WBGene00000003,F07C3.7.1,ENSG00000003989,SLC7A2,ENSP00000419140,20.4969																					
WBGene00000003,F07C3.7.1,ENSG00000092068,SLC7A8,ENSP00000320378,40.5797																					
WBGene00000003,F07C3.7.1,ENSG00000164893,SLC7A13,ENSP00000297524,28.1574																					
WBGene00000003,F07C3.7.1,ENSG00000151012,SLC7A11,ENSP00000280612,38.5093																					
WBGene00000003,F07C3.7.1,ENSG00000130876,SLC7A10,ENSP00000253188,42.029																					
WBGene00000003,F07C3.7.1,ENSG00000155465,SLC7A7,ENSP00000501493,43.8923																					
WBGene00000003,F07C3.7.1,ENSG00000021488,SLC7A9,ENSP00000023064,39.5445																					
WBGene00000003,F07C3.7.1,ENSG00000103257,SLC7A5,ENSP00000261622,43.0642																					
WBGene00000005,T13A10.10a.1,ENSG00000103064,SLC7A6,ENSP00000219343,33.4601																					
WBGene00000005,T13A10.10a.1,ENSG00000099960,SLC7A4,ENSP00000372390,16.9202																					
WBGene00000005,T13A10.10a.1,ENSG00000139514,SLC7A1,ENSP00000370128,18.0608																					
WBGene00000005,T13A10.10a.1,ENSG00000165349,SLC7A3,ENSP00000363417,18.0608																					
WBGene00000005,T13A10.10a.1,ENSG00000003989,SLC7A2,ENSP00000419140,18.0608																					
WBGene00000005,T13A10.10a.1,ENSG00000092068,SLC7A8,ENSP00000320378,28.7072																					
WBGene00000005,T13A10.10a.1,ENSG00000164893,SLC7A13,ENSP00000297524,24.3346																					
WBGene00000005,T13A10.10a.1,ENSG00000151012,SLC7A11,ENSP00000280612,31.7491																					
WBGene00000005,T13A10.10a.1,ENSG00000013293,SLC7A14,ENSP00000231706,15.9696																					
WBGene00000005,T13A10.10a.1,ENSG00000130876,SLC7A10,ENSP00000253188,29.2776																					
WBGene00000005,T13A10.10a.1,ENSG00000155465,SLC7A7,ENSP00000501493,30.2281																					
WBGene00000005,T13A10.10a.1,ENSG00000021488,SLC7A9,ENSP00000023064,28.327																					
WBGene00000005,T13A10.10a.1,ENSG00000103257,SLC7A5,ENSP00000261622,31.1787																					
WBGene00000010,Y53H1C.1a.1,ENSG00000103064,SLC7A6,ENSP00000219343,31.6081																					
WBGene00000010,Y53H1C.1a.1,ENSG00000099960,SLC7A4,ENSP00000372390,16.451																					
WBGene00000010,Y53H1C.1a.1,ENSG00000139514,SLC7A1,ENSP00000370128,17.9298																					
WBGene00000010,Y53H1C.1a.1,ENSG00000165349,SLC7A3,ENSP00000363417,17.7449																					
WBGene00000010,Y53H1C.1a.1,ENSG00000003989,SLC7A2,ENSP00000419140,17.9298																					
WBGene00000010,Y53H1C.1a.1,ENSG00000092068,SLC7A8,ENSP00000320378,27.5416																					
WBGene00000010,Y53H1C.1a.1,ENSG00000164893,SLC7A13,ENSP00000297524,23.6599																					
WBGene00000010,Y53H1C.1a.1,ENSG00000151012,SLC7A11,ENSP00000280612,31.0536																					
WBGene00000010,Y53H1C.1a.1,ENSG00000013293,SLC7A14,ENSP00000231706,16.6359																					
WBGene00000010,Y53H1C.1a.1,ENSG00000130876,SLC7A10,ENSP00000253188,27.3567																					
WBGene00000010,Y53H1C.1a.1,ENSG00000155465,SLC7A7,ENSP00000501493,28.281																					
WBGene00000010,Y53H1C.1a.1,ENSG00000021488,SLC7A9,ENSP00000023064,26.6174																					
WBGene00000010,Y53H1C.1a.1,ENSG00000103257,SLC7A5,ENSP00000261622,29.39																					
WBGene00000010,Y53H1C.1b.1,ENSG00000103064,SLC7A6,ENSP00000219343,31.6081																					
WBGene00000010,Y53H1C.1b.1,ENSG00000099960,SLC7A4,ENSP00000372390,16.451																					
WBGene00000010,Y53H1C.1b.1,ENSG00000139514,SLC7A1,ENSP00000370128,17.9298																					
WBGene00000010,Y53H1C.1b.1,ENSG00000165349,SLC7A3,ENSP00000363417,17.7449																					
WBGene00000010,Y53H1C.1b.1,ENSG00000003989,SLC7A2,ENSP00000419140,17.9298																					
WBGene00000010,Y53H1C.1b.1,ENSG00000092068,SLC7A8,ENSP00000320378,27.5416																					
WBGene00000010,Y53H1C.1b.1,ENSG00000164893,SLC7A13,ENSP00000297524,23.6599																					
WBGene00000010,Y53H1C.1b.1,ENSG00000151012,SLC7A11,ENSP00000280612,31.0536																					
WBGene00000010,Y53H1C.1b.1,ENSG00000013293,SLC7A14,ENSP00000231706,16.6359																					
WBGene00000010,Y53H1C.1b.1,ENSG00000130876,SLC7A10,ENSP00000253188,27.3567																					
WBGene00000010,Y53H1C.1b.1,ENSG00000155465,SLC7A7,ENSP00000501493,28.281																					
WBGene00000010,Y53H1C.1b.1,ENSG00000021488,SLC7A9,ENSP00000023064,26.6174																					
WBGene00000010,Y53H1C.1b.1,ENSG00000103257,SLC7A5,ENSP00000261622,29.39																					
WBGene00000019,C24F3.5a.1,ENSG00000198691,ABCA4,ENSP00000359245,15.2118																					
WBGene00000019,C24F3.5a.1,ENSG00000064687,ABCA7,ENSP00000263094,14.8909																					
WBGene00000019,C24F3.5a.1,ENSG00000141338,ABCA8,ENSP00000467271,13.2221																					
WBGene00000019,C24F3.5a.1,ENSG00000154262,ABCA6,ENSP00000284425,12.9653																					
WBGene00000019,C24F3.5a.1,ENSG00000154258,ABCA9,ENSP00000342216,13.6072																					
WBGene00000019,C24F3.5a.1,ENSG00000165029,ABCA1,ENSP00000363868,16.6239																					
WBGene00000019,C24F3.5a.1,ENSG00000154263,ABCA10,ENSP00000509702,11.8742																					
WBGene00000019,C24F3.5a.1,ENSG00000107331,ABCA2,ENSP00000344155,14.57																					
WBGene00000019,C24F3.5a.1,ENSG00000144452,ABCA12,ENSP00000272895,13.7997																					
WBGene00000019,C24F3.5a.1,ENSG00000167972,ABCA3,ENSP00000301732,13.7997																					
WBGene00000019,C24F3.5a.1,ENSG00000179869,ABCA13,ENSP00000411096,13.1579																					
WBGene00000019,C24F3.5a.1,ENSG00000154265,ABCA5,ENSP00000376443,11.81																					
WBGene00000019,C24F3.5b.1,ENSG00000198691,ABCA4,ENSP00000359245,15.2118																					
WBGene00000019,C24F3.5b.1,ENSG00000064687,ABCA7,ENSP00000263094,14.8909																					
WBGene00000019,C24F3.5b.1,ENSG00000141338,ABCA8,ENSP00000467271,13.2221																					
WBGene00000019,C24F3.5b.1,ENSG00000154262,ABCA6,ENSP00000284425,12.9653																					
WBGene00000019,C24F3.5b.1,ENSG00000154258,ABCA9,ENSP00000342216,13.6072																					
WBGene00000019,C24F3.5b.1,ENSG00000165029,ABCA1,ENSP00000363868,16.6239																					
WBGene00000019,C24F3.5b.1,ENSG00000154263,ABCA10,ENSP00000509702,11.8742																					
WBGene00000019,C24F3.5b.1,ENSG00000107331,ABCA2,ENSP00000344155,14.57																					
WBGene00000019,C24F3.5b.1,ENSG00000144452,ABCA12,ENSP00000272895,13.7997																					
WBGene00000019,C24F3.5b.1,ENSG00000167972,ABCA3,ENSP00000301732,13.7997																					
WBGene00000019,C24F3.5b.1,ENSG00000179869,ABCA13,ENSP00000411096,13.1579																					
WBGene00000019,C24F3.5b.1,ENSG00000154265,ABCA5,ENSP00000376443,11.81																					
WBGene00000020,F12B6.1a.1,ENSG00000198691,ABCA4,ENSP00000359245,28.6114																					
WBGene00000020,F12B6.1a.1,ENSG00000064687,ABCA7,ENSP00000263094,26.7474																					
WBGene00000020,F12B6.1a.1,ENSG00000141338,ABCA8,ENSP00000467271,16.7754																					
WBGene00000020,F12B6.1a.1,ENSG00000154262,ABCA6,ENSP00000284425,16.4492																					
